cuda:1
Namespace(withAug=True, AugDirect=20, method_name='GCN', seed=100, IsDirectedData=False, dataset='WebKB/texas', undirect_dataset='Cora', MakeImbalance=True, CustomizeMask=False, K=2, heads=8, log_root='../logs/', log_path='test', data_path='../dataset/data/tmp/', epochs=1500, num_filter=2, p_q=0.95, p_inter=0.1, dropout=0.0, debug=False, new_setting=False, layer=2, lr=0.005, l2=0.0005, to_undirected=False, alpha=0.1, randomseed=-1, imb_ratio=100, n_layer=2, feat_dim=64, warmup=5, epoch=900, tau=2, max=False, no_mask=False, gdc='ppr')
excel_file_path is  TrueAug_GCN_Cora_output.xlsx
12-04-19:37:05
Dataset is  Cora() 
Chosen from DirectedData:  False
Num of bidrected edges: 5278, total num of edges: 10556
This is directed graph:  False
data_x torch.Size([2708, 1433])
cuda:1
0
mu  cpu cpu
StandGCN2(
  (conv1): GCNConv(1433, 64)
  (conv2): GCNConv(64, 7)
)
cuda:1
Epoch:0, test_Acc: 31.90, test_bacc: 14.29, test_f1: 6.91
Epoch:37, test_Acc: 37.60, test_bacc: 19.94, test_f1: 15.38
Epoch:38, test_Acc: 39.40, test_bacc: 21.72, test_f1: 17.10
Epoch:39, test_Acc: 40.30, test_bacc: 22.62, test_f1: 17.90
Epoch:40, test_Acc: 41.30, test_bacc: 23.61, test_f1: 18.68
Epoch:41, test_Acc: 41.30, test_bacc: 23.61, test_f1: 18.68
Epoch:42, test_Acc: 42.70, test_bacc: 25.00, test_f1: 19.65
Epoch:43, test_Acc: 42.70, test_bacc: 25.00, test_f1: 19.65
Epoch:44, test_Acc: 42.70, test_bacc: 25.00, test_f1: 19.65
Epoch:45, test_Acc: 43.30, test_bacc: 25.59, test_f1: 20.03
Epoch:46, test_Acc: 43.40, test_bacc: 25.69, test_f1: 19.94
Epoch:47, test_Acc: 43.50, test_bacc: 25.79, test_f1: 19.97
Epoch:48, test_Acc: 43.70, test_bacc: 25.99, test_f1: 19.95
Epoch:49, test_Acc: 43.80, test_bacc: 26.09, test_f1: 19.98
Epoch:50, test_Acc: 43.80, test_bacc: 26.09, test_f1: 19.94
Epoch:51, test_Acc: 43.80, test_bacc: 26.09, test_f1: 19.94
Epoch:52, test_Acc: 43.80, test_bacc: 26.09, test_f1: 19.94
Epoch:53, test_Acc: 44.00, test_bacc: 26.29, test_f1: 19.86
Epoch:54, test_Acc: 44.00, test_bacc: 26.29, test_f1: 19.86
Epoch:55, test_Acc: 44.00, test_bacc: 26.29, test_f1: 19.86
Epoch:56, test_Acc: 44.00, test_bacc: 26.29, test_f1: 19.86
Epoch:57, test_Acc: 44.00, test_bacc: 26.29, test_f1: 19.86
Epoch:58, test_Acc: 44.70, test_bacc: 26.98, test_f1: 20.26
Epoch:59, test_Acc: 44.70, test_bacc: 26.98, test_f1: 20.26
Epoch:60, test_Acc: 44.70, test_bacc: 26.98, test_f1: 20.26
Epoch:61, test_Acc: 44.70, test_bacc: 26.98, test_f1: 20.26
Epoch:62, test_Acc: 44.70, test_bacc: 26.98, test_f1: 20.26
Epoch:63, test_Acc: 45.70, test_bacc: 27.94, test_f1: 21.57
Epoch:64, test_Acc: 45.90, test_bacc: 28.13, test_f1: 21.88
Epoch:65, test_Acc: 46.40, test_bacc: 28.61, test_f1: 22.64
Epoch:66, test_Acc: 47.00, test_bacc: 29.19, test_f1: 23.43
Epoch:67, test_Acc: 47.40, test_bacc: 29.58, test_f1: 23.99
Epoch:68, test_Acc: 47.40, test_bacc: 29.58, test_f1: 23.99
Epoch:69, test_Acc: 48.20, test_bacc: 30.34, test_f1: 25.03
Epoch:70, test_Acc: 48.20, test_bacc: 30.34, test_f1: 25.03
Epoch:71, test_Acc: 48.90, test_bacc: 31.02, test_f1: 25.80
Epoch:72, test_Acc: 49.00, test_bacc: 31.12, test_f1: 25.90
Epoch:73, test_Acc: 49.20, test_bacc: 31.31, test_f1: 26.10
Epoch:74, test_Acc: 49.20, test_bacc: 31.31, test_f1: 26.10
Epoch:75, test_Acc: 49.70, test_bacc: 31.79, test_f1: 26.57
Epoch:76, test_Acc: 49.70, test_bacc: 31.79, test_f1: 26.57
Epoch:77, test_Acc: 50.10, test_bacc: 32.25, test_f1: 26.98
Epoch:78, test_Acc: 50.40, test_bacc: 32.54, test_f1: 27.27
Epoch:79, test_Acc: 50.70, test_bacc: 32.83, test_f1: 27.50
Epoch:80, test_Acc: 50.90, test_bacc: 33.02, test_f1: 27.71
Epoch:81, test_Acc: 51.20, test_bacc: 33.33, test_f1: 28.25
Epoch:82, test_Acc: 51.60, test_bacc: 33.72, test_f1: 28.64
Epoch:83, test_Acc: 51.80, test_bacc: 33.91, test_f1: 28.84
Epoch:84, test_Acc: 52.10, test_bacc: 34.21, test_f1: 29.32
Epoch:85, test_Acc: 52.30, test_bacc: 34.43, test_f1: 29.73
Epoch:86, test_Acc: 52.70, test_bacc: 34.83, test_f1: 30.22
Epoch:87, test_Acc: 53.30, test_bacc: 35.43, test_f1: 30.94
Epoch:88, test_Acc: 53.30, test_bacc: 35.43, test_f1: 30.94
Epoch:89, test_Acc: 53.50, test_bacc: 35.62, test_f1: 30.98
Epoch:90, test_Acc: 53.50, test_bacc: 35.62, test_f1: 30.98
Epoch:91, test_Acc: 53.80, test_bacc: 35.93, test_f1: 31.17
Epoch:92, test_Acc: 53.70, test_bacc: 35.84, test_f1: 31.26
Epoch:93, test_Acc: 53.70, test_bacc: 35.86, test_f1: 31.42
Epoch:94, test_Acc: 53.70, test_bacc: 35.86, test_f1: 31.42
Epoch:95, test_Acc: 53.70, test_bacc: 35.86, test_f1: 31.42
Epoch:96, test_Acc: 54.00, test_bacc: 36.16, test_f1: 31.84
Epoch:97, test_Acc: 54.20, test_bacc: 36.35, test_f1: 32.01
Epoch:98, test_Acc: 54.30, test_bacc: 36.45, test_f1: 32.02
Epoch:99, test_Acc: 54.50, test_bacc: 36.67, test_f1: 32.29
Epoch:100, test_Acc: 55.20, test_bacc: 37.39, test_f1: 33.12
Epoch:101, test_Acc: 55.60, test_bacc: 37.80, test_f1: 33.42
Epoch:102, test_Acc: 56.00, test_bacc: 38.20, test_f1: 33.75
Epoch:103, test_Acc: 56.10, test_bacc: 38.30, test_f1: 33.84
Epoch:104, test_Acc: 56.10, test_bacc: 38.30, test_f1: 33.84
Epoch:105, test_Acc: 56.10, test_bacc: 38.30, test_f1: 33.84
Epoch:106, test_Acc: 56.10, test_bacc: 38.30, test_f1: 33.84
Epoch:107, test_Acc: 56.10, test_bacc: 38.30, test_f1: 33.84
Epoch:108, test_Acc: 56.30, test_bacc: 38.51, test_f1: 34.07
Epoch:109, test_Acc: 56.70, test_bacc: 38.93, test_f1: 34.53
Epoch:110, test_Acc: 56.70, test_bacc: 38.93, test_f1: 34.53
Epoch:111, test_Acc: 56.70, test_bacc: 38.93, test_f1: 34.53
Epoch:112, test_Acc: 56.90, test_bacc: 39.25, test_f1: 34.87
Epoch:113, test_Acc: 56.80, test_bacc: 39.21, test_f1: 34.85
Epoch:114, test_Acc: 56.80, test_bacc: 39.21, test_f1: 34.85
Epoch:115, test_Acc: 56.80, test_bacc: 39.21, test_f1: 34.85
Epoch:116, test_Acc: 58.00, test_bacc: 40.45, test_f1: 35.94
Epoch:117, test_Acc: 58.20, test_bacc: 40.71, test_f1: 36.07
Epoch:118, test_Acc: 58.50, test_bacc: 41.02, test_f1: 36.33
Epoch:119, test_Acc: 58.50, test_bacc: 41.02, test_f1: 36.33
Epoch:120, test_Acc: 59.00, test_bacc: 41.61, test_f1: 36.99
Epoch:121, test_Acc: 59.20, test_bacc: 41.83, test_f1: 37.13
Epoch:122, test_Acc: 59.20, test_bacc: 42.03, test_f1: 37.26
Epoch:123, test_Acc: 59.50, test_bacc: 42.38, test_f1: 37.73
Epoch:124, test_Acc: 59.50, test_bacc: 42.38, test_f1: 37.73
Epoch:125, test_Acc: 59.90, test_bacc: 42.73, test_f1: 38.12
Epoch:126, test_Acc: 59.90, test_bacc: 42.74, test_f1: 38.21
Epoch:127, test_Acc: 60.00, test_bacc: 42.87, test_f1: 38.61
Epoch:128, test_Acc: 60.00, test_bacc: 42.93, test_f1: 38.75
Epoch:129, test_Acc: 60.10, test_bacc: 43.04, test_f1: 38.84
Epoch:130, test_Acc: 60.30, test_bacc: 43.28, test_f1: 39.21
Epoch:131, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:132, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:133, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:134, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:135, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:136, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:137, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:138, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:139, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:140, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:141, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:142, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:143, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:144, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:145, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:146, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:147, test_Acc: 60.30, test_bacc: 43.29, test_f1: 39.17
Epoch:148, test_Acc: 63.20, test_bacc: 47.17, test_f1: 45.10
Epoch:149, test_Acc: 63.20, test_bacc: 47.17, test_f1: 45.10
Epoch:150, test_Acc: 63.20, test_bacc: 47.17, test_f1: 45.10
Epoch:151, test_Acc: 64.40, test_bacc: 48.61, test_f1: 46.40
Epoch:152, test_Acc: 65.00, test_bacc: 49.39, test_f1: 47.40
Epoch:153, test_Acc: 65.80, test_bacc: 50.32, test_f1: 48.38
Epoch:154, test_Acc: 65.70, test_bacc: 50.28, test_f1: 48.34
Epoch:155, test_Acc: 65.80, test_bacc: 50.43, test_f1: 48.55
Epoch:156, test_Acc: 65.60, test_bacc: 50.05, test_f1: 48.24
Epoch:157, test_Acc: 65.10, test_bacc: 49.52, test_f1: 47.84
Epoch:158, test_Acc: 65.30, test_bacc: 49.83, test_f1: 48.17
Epoch:159, test_Acc: 65.20, test_bacc: 49.74, test_f1: 48.08
Epoch:160, test_Acc: 65.20, test_bacc: 49.74, test_f1: 48.08
Epoch:161, test_Acc: 65.20, test_bacc: 49.74, test_f1: 48.08
Epoch:162, test_Acc: 65.20, test_bacc: 49.74, test_f1: 48.08
Epoch:163, test_Acc: 66.40, test_bacc: 51.33, test_f1: 49.64
Epoch:164, test_Acc: 66.40, test_bacc: 51.33, test_f1: 49.64
Epoch:165, test_Acc: 66.40, test_bacc: 51.33, test_f1: 49.64
Epoch:166, test_Acc: 66.40, test_bacc: 51.33, test_f1: 49.64
Epoch:167, test_Acc: 66.40, test_bacc: 51.33, test_f1: 49.64
Epoch:168, test_Acc: 66.40, test_bacc: 51.33, test_f1: 49.64
Epoch:169, test_Acc: 67.00, test_bacc: 52.18, test_f1: 51.27
Epoch:170, test_Acc: 67.90, test_bacc: 53.26, test_f1: 52.54
Epoch:171, test_Acc: 68.50, test_bacc: 54.03, test_f1: 53.32
Epoch:172, test_Acc: 68.50, test_bacc: 54.03, test_f1: 53.32
Epoch:173, test_Acc: 68.60, test_bacc: 54.16, test_f1: 53.46
Epoch:174, test_Acc: 68.50, test_bacc: 54.12, test_f1: 53.57
Epoch:175, test_Acc: 68.50, test_bacc: 54.12, test_f1: 53.57
Epoch:176, test_Acc: 68.50, test_bacc: 54.12, test_f1: 53.57
Epoch:177, test_Acc: 68.00, test_bacc: 53.69, test_f1: 53.27
Epoch:178, test_Acc: 67.90, test_bacc: 53.59, test_f1: 53.20
Epoch:179, test_Acc: 67.90, test_bacc: 53.61, test_f1: 53.12
Epoch:180, test_Acc: 68.10, test_bacc: 53.82, test_f1: 53.31
Epoch:181, test_Acc: 68.50, test_bacc: 54.20, test_f1: 53.60
Epoch:182, test_Acc: 68.70, test_bacc: 54.40, test_f1: 53.75
Epoch:183, test_Acc: 69.20, test_bacc: 54.98, test_f1: 54.45
Epoch:184, test_Acc: 69.30, test_bacc: 55.12, test_f1: 54.60
Epoch:185, test_Acc: 69.50, test_bacc: 55.41, test_f1: 55.02
Epoch:186, test_Acc: 69.50, test_bacc: 55.41, test_f1: 55.02
Epoch:187, test_Acc: 69.50, test_bacc: 55.41, test_f1: 55.02
Epoch:188, test_Acc: 69.50, test_bacc: 55.41, test_f1: 55.02
Epoch:189, test_Acc: 69.50, test_bacc: 55.41, test_f1: 55.02
Epoch:190, test_Acc: 69.50, test_bacc: 55.41, test_f1: 55.02
Epoch:191, test_Acc: 69.90, test_bacc: 56.07, test_f1: 55.97
Epoch:192, test_Acc: 69.80, test_bacc: 55.98, test_f1: 55.88
Epoch:193, test_Acc: 69.80, test_bacc: 55.98, test_f1: 55.88
Epoch:194, test_Acc: 70.50, test_bacc: 56.83, test_f1: 56.54
Epoch:195, test_Acc: 70.50, test_bacc: 56.83, test_f1: 56.54
Epoch:196, test_Acc: 70.30, test_bacc: 56.70, test_f1: 56.55
Epoch:197, test_Acc: 70.00, test_bacc: 56.40, test_f1: 56.33
Epoch:198, test_Acc: 69.70, test_bacc: 56.03, test_f1: 56.09
Epoch:199, test_Acc: 69.20, test_bacc: 55.44, test_f1: 55.67
Epoch:200, test_Acc: 69.20, test_bacc: 55.44, test_f1: 55.67
Epoch:201, test_Acc: 69.20, test_bacc: 55.44, test_f1: 55.67
Epoch:202, test_Acc: 69.20, test_bacc: 55.44, test_f1: 55.67
Epoch:203, test_Acc: 69.20, test_bacc: 55.44, test_f1: 55.67
Epoch:204, test_Acc: 69.20, test_bacc: 55.44, test_f1: 55.67
Epoch:205, test_Acc: 69.20, test_bacc: 55.44, test_f1: 55.67
Epoch:206, test_Acc: 70.60, test_bacc: 56.96, test_f1: 57.00
Epoch:207, test_Acc: 70.70, test_bacc: 57.13, test_f1: 57.26
Epoch:208, test_Acc: 70.70, test_bacc: 57.13, test_f1: 57.26
Epoch:209, test_Acc: 70.70, test_bacc: 57.22, test_f1: 57.39
Epoch:210, test_Acc: 71.00, test_bacc: 57.51, test_f1: 57.69
Epoch:211, test_Acc: 70.80, test_bacc: 57.47, test_f1: 57.85
Epoch:212, test_Acc: 70.80, test_bacc: 57.47, test_f1: 57.85
Epoch:213, test_Acc: 70.80, test_bacc: 57.47, test_f1: 57.85
Epoch:214, test_Acc: 70.30, test_bacc: 57.10, test_f1: 57.81
Epoch:215, test_Acc: 70.30, test_bacc: 57.10, test_f1: 57.81
Epoch:216, test_Acc: 70.60, test_bacc: 57.49, test_f1: 58.46
Epoch:217, test_Acc: 71.30, test_bacc: 58.38, test_f1: 59.32
Epoch:218, test_Acc: 71.80, test_bacc: 58.87, test_f1: 59.63
Epoch:219, test_Acc: 72.10, test_bacc: 59.17, test_f1: 59.86
Epoch:220, test_Acc: 71.90, test_bacc: 58.88, test_f1: 59.31
Epoch:221, test_Acc: 71.90, test_bacc: 58.88, test_f1: 59.31
Epoch:222, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:223, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:224, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:225, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:226, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:227, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:228, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:229, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:230, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:231, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:232, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:233, test_Acc: 72.00, test_bacc: 58.89, test_f1: 59.18
Epoch:234, test_Acc: 72.30, test_bacc: 59.49, test_f1: 60.28
Epoch:235, test_Acc: 72.40, test_bacc: 59.70, test_f1: 60.49
Epoch:236, test_Acc: 72.50, test_bacc: 59.85, test_f1: 60.67
Epoch:237, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:238, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:239, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:240, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:241, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:242, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:243, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:244, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:245, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:246, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:247, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:248, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:249, test_Acc: 72.50, test_bacc: 59.81, test_f1: 60.57
Epoch:250, test_Acc: 72.00, test_bacc: 59.34, test_f1: 59.93
Epoch:251, test_Acc: 72.20, test_bacc: 59.63, test_f1: 60.25
Epoch:252, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:253, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:254, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:255, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:256, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:257, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:258, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:259, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:260, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:261, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:262, test_Acc: 72.60, test_bacc: 60.24, test_f1: 60.97
Epoch:263, test_Acc: 72.90, test_bacc: 60.61, test_f1: 61.57
Epoch:264, test_Acc: 72.70, test_bacc: 60.36, test_f1: 61.33
Epoch:265, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:266, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:267, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:268, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:269, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:270, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:271, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:272, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:273, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:274, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:275, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:276, test_Acc: 72.60, test_bacc: 60.26, test_f1: 61.28
Epoch:277, test_Acc: 74.10, test_bacc: 62.14, test_f1: 63.18
Epoch:278, test_Acc: 74.40, test_bacc: 62.54, test_f1: 63.53
Epoch:279, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:280, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:281, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:282, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:283, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:284, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:285, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:286, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:287, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:288, test_Acc: 74.40, test_bacc: 62.60, test_f1: 63.57
Epoch:289, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:290, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:291, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:292, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:293, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:294, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:295, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:296, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:297, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:298, test_Acc: 74.40, test_bacc: 62.58, test_f1: 63.58
Epoch:299, test_Acc: 74.50, test_bacc: 62.72, test_f1: 63.74
Epoch:300, test_Acc: 74.70, test_bacc: 63.11, test_f1: 64.25
Epoch:301, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:302, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:303, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:304, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:305, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:306, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:307, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:308, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:309, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:310, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:311, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:312, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:313, test_Acc: 74.60, test_bacc: 63.07, test_f1: 64.20
Epoch:314, test_Acc: 74.70, test_bacc: 63.35, test_f1: 64.63
Epoch:315, test_Acc: 74.70, test_bacc: 63.35, test_f1: 64.63
Epoch:316, test_Acc: 74.30, test_bacc: 62.82, test_f1: 64.32
Epoch:317, test_Acc: 74.20, test_bacc: 62.73, test_f1: 64.28
Epoch:318, test_Acc: 74.20, test_bacc: 62.73, test_f1: 64.28
Epoch:319, test_Acc: 74.20, test_bacc: 62.73, test_f1: 64.28
Epoch:320, test_Acc: 74.20, test_bacc: 62.73, test_f1: 64.28
Epoch:321, test_Acc: 74.20, test_bacc: 62.73, test_f1: 64.28
Epoch:322, test_Acc: 74.20, test_bacc: 62.73, test_f1: 64.28
Epoch:323, test_Acc: 74.20, test_bacc: 62.73, test_f1: 64.28
Epoch:324, test_Acc: 74.20, test_bacc: 62.73, test_f1: 64.28
Epoch:325, test_Acc: 74.90, test_bacc: 63.79, test_f1: 64.95
Epoch:326, test_Acc: 74.90, test_bacc: 63.79, test_f1: 64.95
Epoch:327, test_Acc: 74.90, test_bacc: 63.79, test_f1: 64.95
Epoch:328, test_Acc: 74.60, test_bacc: 63.38, test_f1: 64.54
Epoch:329, test_Acc: 74.60, test_bacc: 63.38, test_f1: 64.54
Epoch:330, test_Acc: 74.60, test_bacc: 63.38, test_f1: 64.54
Epoch:331, test_Acc: 74.60, test_bacc: 63.38, test_f1: 64.54
Epoch:332, test_Acc: 74.60, test_bacc: 63.38, test_f1: 64.54
